"";"X";"country";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"11542";11542;"LVA";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"11543";11543;"LVA";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"11544";11544;"LVA";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"11545";11545;"LVA";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"11546";11546;"LVA";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"11547";11547;"LVA";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"11548";11548;"LVA";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"11549";11549;"LVA";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"11550";11550;"LVA";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"11551";11551;"LVA";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"11552";11552;"LVA";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"11553";11553;"LVA";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"11554";11554;"LVA";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11555";11555;"LVA";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11556";11556;"LVA";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11557";11557;"LVA";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11558";11558;"LVA";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11559";11559;"LVA";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11560";11560;"LVA";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11561";11561;"LVA";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11562";11562;"LVA";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11563";11563;"LVA";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11564";11564;"LVA";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"11565";11565;"LVA";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"11566";11566;"LVA";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11567";11567;"LVA";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"11568";11568;"LVA";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"11569";11569;"LVA";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"11570";11570;"LVA";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"11571";11571;"LAO";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11572";11572;"LAO";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11573";11573;"LAO";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11574";11574;"LAO";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11575";11575;"LAO";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11576";11576;"LAO";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11577";11577;"LAO";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11578";11578;"LAO";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11579";11579;"LAO";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11580";11580;"LAO";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11581";11581;"LAO";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11582";11582;"LAO";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11583";11583;"LAO";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11584";11584;"LAO";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11585";11585;"LAO";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"11586";11586;"LAO";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"11587";11587;"LAO";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11588";11588;"LAO";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11589";11589;"LAO";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11590";11590;"LAO";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11591";11591;"LAO";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11592";11592;"LAO";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11593";11593;"LAO";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11594";11594;"LAO";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11595";11595;"LAO";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11596";11596;"LAO";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11597";11597;"LAO";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11598";11598;"LAO";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11599";11599;"LAO";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11600";11600;"LAO";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11601";11601;"LAO";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11602";11602;"LAO";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11603";11603;"LAO";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11604";11604;"LAO";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11605";11605;"LAO";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11606";11606;"LAO";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11607";11607;"LAO";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11608";11608;"LAO";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11609";11609;"LAO";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11610";11610;"LAO";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11611";11611;"LAO";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11612";11612;"LAO";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11613";11613;"LAO";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11614";11614;"LAO";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11615";11615;"LAO";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11616";11616;"LAO";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11617";11617;"LAO";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11618";11618;"LAO";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11619";11619;"LAO";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11620";11620;"LAO";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11621";11621;"LAO";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11622";11622;"LAO";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11623";11623;"LAO";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11624";11624;"LAO";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11625";11625;"LAO";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11626";11626;"LAO";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11627";11627;"LAO";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11628";11628;"LAO";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11629";11629;"LAO";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"11630";11630;"LAO";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"11631";11631;"LAO";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"11632";11632;"LAO";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"11633";11633;"LAO";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"11634";11634;"LAO";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"11635";11635;"LAO";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11636";11636;"LAO";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11637";11637;"LAO";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11638";11638;"LAO";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11639";11639;"LAO";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11640";11640;"LAO";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11641";11641;"LAO";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11642";11642;"LAO";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11643";11643;"LAO";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11644";11644;"LAO";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11645";11645;"LAO";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11646";11646;"LAO";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11647";11647;"LAO";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11648";11648;"LAO";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11649";11649;"LAO";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11650";11650;"LAO";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11651";11651;"LAO";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11652";11652;"LAO";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11653";11653;"LAO";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11654";11654;"LAO";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11655";11655;"LAO";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11656";11656;"LAO";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11657";11657;"LAO";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11658";11658;"LAO";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11659";11659;"LAO";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11660";11660;"LAO";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"11661";11661;"LAO";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11662";11662;"LAO";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11663";11663;"LAO";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11664";11664;"LAO";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"11665";11665;"LAO";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"11666";11666;"LAO";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"11667";11667;"LAO";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"11668";11668;"LAO";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"11669";11669;"LAO";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"11670";11670;"LAO";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"11671";11671;"LAO";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"11672";11672;"LAO";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"11673";11673;"LAO";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"11674";11674;"LAO";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"11675";11675;"LAO";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"11676";11676;"LAO";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"11677";11677;"LAO";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"11678";11678;"LAO";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"11679";11679;"LAO";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"11680";11680;"LAO";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"11681";11681;"LAO";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"11682";11682;"LAO";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"11683";11683;"LAO";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"11684";11684;"LAO";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11685";11685;"LAO";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11686";11686;"LAO";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11687";11687;"LAO";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11688";11688;"LAO";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11689";11689;"LAO";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11690";11690;"LAO";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11691";11691;"LAO";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11692";11692;"LAO";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11693";11693;"LAO";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"11694";11694;"LAO";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"11695";11695;"LAO";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"11696";11696;"LAO";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"11697";11697;"LAO";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"11698";11698;"LAO";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"11699";11699;"LAO";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"11700";11700;"LAO";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"11701";11701;"LBN";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11702";11702;"LBN";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11703";11703;"LBN";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11704";11704;"LBN";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11705";11705;"LBN";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11706";11706;"LBN";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11707";11707;"LBN";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11708";11708;"LBN";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11709";11709;"LBN";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11710";11710;"LBN";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11711";11711;"LBN";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11712";11712;"LBN";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11713";11713;"LBN";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11714";11714;"LBN";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"11715";11715;"LBN";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"11716";11716;"LBN";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"11717";11717;"LBN";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11718";11718;"LBN";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11719";11719;"LBN";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11720";11720;"LBN";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11721";11721;"LBN";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11722";11722;"LBN";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11723";11723;"LBN";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11724";11724;"LBN";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11725";11725;"LBN";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11726";11726;"LBN";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11727";11727;"LBN";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11728";11728;"LBN";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11729";11729;"LBN";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11730";11730;"LBN";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"11731";11731;"LBN";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11732";11732;"LBN";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11733";11733;"LBN";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11734";11734;"LBN";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11735";11735;"LBN";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11736";11736;"LBN";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11737";11737;"LBN";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11738";11738;"LBN";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11739";11739;"LBN";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11740";11740;"LBN";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11741";11741;"LBN";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11742";11742;"LBN";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11743";11743;"LBN";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11744";11744;"LBN";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"11745";11745;"LBN";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11746";11746;"LBN";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11747";11747;"LBN";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"11748";11748;"LBN";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11749";11749;"LBN";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11750";11750;"LBN";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11751";11751;"LBN";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11752";11752;"LBN";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"11753";11753;"LBN";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11754";11754;"LBN";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11755";11755;"LBN";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11756";11756;"LBN";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11757";11757;"LBN";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11758";11758;"LBN";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"11759";11759;"LBN";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"11760";11760;"LBN";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"11761";11761;"LBN";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"11762";11762;"LBN";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"11763";11763;"LBN";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"11764";11764;"LBN";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"11765";11765;"LBN";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11766";11766;"LBN";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11767";11767;"LBN";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11768";11768;"LBN";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"11769";11769;"LBN";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11770";11770;"LBN";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11771";11771;"LBN";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11772";11772;"LBN";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"11773";11773;"LBN";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
