"";"X";"country";"product";"item_code";"com_group";"product_group";"diet_group";"DGE_group"
"239";239;"AFG";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"240";240;"AFG";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"241";241;"AFG";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"242";242;"AFG";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"243";243;"AFG";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"244";244;"AFG";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"245";245;"AFG";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"246";246;"AFG";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"247";247;"AFG";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"248";248;"AFG";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"249";249;"AFG";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"250";250;"AFG";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"251";251;"AFG";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"252";252;"AFG";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"253";253;"AFG";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"254";254;"AFG";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"255";255;"AFG";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"256";256;"AFG";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"257";257;"AFG";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"258";258;"AFG";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"259";259;"AFG";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"260";260;"AFG";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"261";261;"ALB";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"262";262;"ALB";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"263";263;"ALB";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"264";264;"ALB";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"265";265;"ALB";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"266";266;"ALB";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"267";267;"ALB";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"268";268;"ALB";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"269";269;"ALB";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"270";270;"ALB";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"271";271;"ALB";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"272";272;"ALB";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"273";273;"ALB";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"274";274;"ALB";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"275";275;"ALB";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"276";276;"ALB";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"277";277;"ALB";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"278";278;"ALB";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"279";279;"ALB";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"280";280;"ALB";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"281";281;"ALB";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"282";282;"ALB";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"283";283;"ALB";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"284";284;"ALB";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"285";285;"ALB";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"286";286;"ALB";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"287";287;"ALB";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"288";288;"ALB";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"289";289;"ALB";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"290";290;"ALB";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"291";291;"ALB";"Tomatoes and products";2601;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"292";292;"ALB";"Onions";2602;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"293";293;"ALB";"Vegetables, Other";2605;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"294";294;"ALB";"Oranges, Mandarines";2611;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"295";295;"ALB";"Lemons, Limes and products";2612;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"296";296;"ALB";"Grapefruit and products";2613;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"297";297;"ALB";"Citrus, Other";2614;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"298";298;"ALB";"Bananas";2615;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"299";299;"ALB";"Plantains";2616;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"300";300;"ALB";"Apples and products";2617;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"301";301;"ALB";"Pineapples and products";2618;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"302";302;"ALB";"Dates";2619;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"303";303;"ALB";"Grapes and products (excl wine)";2620;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"304";304;"ALB";"Fruits, Other";2625;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Fruits";"Fruits"
"305";305;"ALB";"Coffee and products";2630;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"306";306;"ALB";"Cocoa Beans and products";2633;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"307";307;"ALB";"Tea (including mate)";2635;"Coffee, tea, cocoa";"Primary crops";"Coffee, tea, cocoa";"excluded"
"308";308;"ALB";"Hops";677;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"309";309;"ALB";"Pepper";2640;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"310";310;"ALB";"Pimento";2641;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"311";311;"ALB";"Cloves";2642;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"312";312;"ALB";"Spices, Other";2645;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"313";313;"ALB";"Jute";2662;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"314";314;"ALB";"Jute-Like Fibres";2663;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"315";315;"ALB";"Soft-Fibres, Other";2664;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"316";316;"ALB";"Sisal";2665;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"317";317;"ALB";"Abaca";2666;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"318";318;"ALB";"Hard Fibres, Other";2667;"Fibre crops";"Primary crops";"Fibre crops";"excluded"
"319";319;"ALB";"Tobacco";2671;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"320";320;"ALB";"Rubber";2672;"Tobacco, rubber";"Primary crops";"Tobacco, rubber";"excluded"
"321";321;"ALB";"Fodder crops";2000;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"322";322;"ALB";"Grazing";2001;"Fodder crops, grazing";"Primary crops";"Fodder crops, grazing";"excluded"
"323";323;"ALB";"Cottonseed";2559;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"324";324;"ALB";"Palm kernels";2562;"Oil crops";"Crop products";"Oil crops and nuts";"vegetables incl. legumes"
"325";325;"ALB";"Sugar non-centrifugal";2541;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"326";326;"ALB";"Molasses";2544;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"327";327;"ALB";"Sugar, Refined Equiv";2818;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"328";328;"ALB";"Sweeteners, Other";2543;"Sugar, sweeteners";"Crop products";"Sugar, sweeteners";"Alcohol, sugar and honey"
"329";329;"ALB";"Soyabean Oil";2571;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"330";330;"ALB";"Groundnut Oil";2572;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"331";331;"ALB";"Sunflowerseed Oil";2573;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"332";332;"ALB";"Rape and Mustard Oil";2574;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"333";333;"ALB";"Cottonseed Oil";2575;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"334";334;"ALB";"Palmkernel Oil";2576;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"335";335;"ALB";"Palm Oil";2577;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"336";336;"ALB";"Coconut Oil";2578;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"337";337;"ALB";"Sesameseed Oil";2579;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"338";338;"ALB";"Olive Oil";2580;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"339";339;"ALB";"Ricebran Oil";2581;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"340";340;"ALB";"Maize Germ Oil";2582;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"341";341;"ALB";"Oilcrops Oil, Other";2586;"Vegetable oils";"Crop products";"Vegetable oils";"Vegetable oils"
"342";342;"ALB";"Soyabean Cake";2590;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"343";343;"ALB";"Groundnut Cake";2591;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"344";344;"ALB";"Sunflowerseed Cake";2592;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"345";345;"ALB";"Rape and Mustard Cake";2593;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"346";346;"ALB";"Cottonseed Cake";2594;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"347";347;"ALB";"Palmkernel Cake";2595;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"348";348;"ALB";"Copra Cake";2596;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"349";349;"ALB";"Sesameseed Cake";2597;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"350";350;"ALB";"Oilseed Cakes, Other";2598;"Oil cakes";"Crop products";"Oil cakes";"excluded"
"351";351;"ALB";"Wine";2655;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"352";352;"ALB";"Beer";2656;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"353";353;"ALB";"Beverages, Fermented";2657;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"354";354;"ALB";"Beverages, Alcoholic";2658;"Alcohol";"Crop products";"Alcohol";"Alcohol, sugar and honey"
"355";355;"ALB";"Alcohol, Non-Food";2659;"Ethanol";"Crop products";"Ethanol";"excluded"
"356";356;"ALB";"Cotton lint";2661;"Fibre crops";"Crop products";"Fibre crops";"excluded"
"357";357;"ALB";"Cattle";866;"Live animals";"Livestock";"Live animals";"excluded"
"358";358;"ALB";"Buffaloes";946;"Live animals";"Livestock";"Live animals";"excluded"
"359";359;"ALB";"Sheep";976;"Live animals";"Livestock";"Live animals";"excluded"
"360";360;"ALB";"Goats";1016;"Live animals";"Livestock";"Live animals";"excluded"
"361";361;"ALB";"Pigs";1034;"Live animals";"Livestock";"Live animals";"excluded"
"362";362;"ALB";"Poultry Birds";2029;"Live animals";"Livestock";"Live animals";"excluded"
"363";363;"ALB";"Horses";1096;"Live animals";"Livestock";"Live animals";"excluded"
"364";364;"ALB";"Asses";1107;"Live animals";"Livestock";"Live animals";"excluded"
"365";365;"ALB";"Mules";1110;"Live animals";"Livestock";"Live animals";"excluded"
"366";366;"ALB";"Camels";1126;"Live animals";"Livestock";"Live animals";"excluded"
"367";367;"ALB";"Camelids, other";1157;"Live animals";"Livestock";"Live animals";"excluded"
"368";368;"ALB";"Rabbits and hares";1140;"Live animals";"Livestock";"Live animals";"excluded"
"369";369;"ALB";"Rodents, other";1150;"Live animals";"Livestock";"Live animals";"excluded"
"370";370;"ALB";"Live animals, other";1171;"Live animals";"Livestock";"Live animals";"excluded"
"371";371;"ALB";"Milk - Excluding Butter";2848;"Milk";"Livestock products";"Milk";"Milk"
"372";372;"ALB";"Butter, Ghee";2740;"Milk";"Livestock products";"Milk";"Milk"
"373";373;"ALB";"Eggs";2744;"Eggs";"Livestock products";"Eggs";"Meat, sausages, fish, eggs"
"374";374;"ALB";"Wool (Clean Eq.)";2746;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"375";375;"ALB";"Bovine Meat";2731;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"376";376;"ALB";"Mutton & Goat Meat";2732;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"377";377;"ALB";"Pigmeat";2733;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"378";378;"ALB";"Poultry Meat";2734;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"379";379;"ALB";"Meat, Other";2735;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"380";380;"ALB";"Offals, Edible";2736;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"381";381;"ALB";"Fats, Animals, Raw";2737;"Animal fats";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"382";382;"ALB";"Hides and skins";2748;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"383";383;"ALB";"Meat Meal";2749;"Meat";"Livestock products";"Meat";"Meat, sausages, fish, eggs"
"384";384;"ALB";"Pet food";843;"Meat";"Livestock products";"Meat";"excluded"
"385";385;"ALB";"Honey";2745;"Honey";"Livestock products";"Honey";"Alcohol, sugar and honey"
"386";386;"ALB";"Silk";2747;"Hides, skins, wool";"Livestock products";"Hides, skins, wool";"excluded"
"387";387;"ALB";"Fish, Seafood";2960;"Fish";"Fish";"Fish";"Meat, sausages, fish, eggs"
"388";388;"ALB";"Wood fuel";1864;"Wood";"Wood";"Wood";"excluded"
"389";389;"ALB";"Industrial roundwood, coniferous";1866;"Wood";"Wood";"Wood";"excluded"
"390";390;"ALB";"Industrial roundwood, non-coniferous";1867;"Wood";"Wood";"Wood";"excluded"
"391";391;"DZA";"Rice (Milled Equivalent)";2805;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"392";392;"DZA";"Wheat and products";2511;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"393";393;"DZA";"Barley and products";2513;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"394";394;"DZA";"Maize and products";2514;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"395";395;"DZA";"Rye and products";2515;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"396";396;"DZA";"Oats";2516;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"397";397;"DZA";"Millet and products";2517;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"398";398;"DZA";"Sorghum and products";2518;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"399";399;"DZA";"Cereals, Other";2520;"Cereals";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"400";400;"DZA";"Potatoes and products";2531;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"401";401;"DZA";"Cassava and products";2532;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"402";402;"DZA";"Sweet potatoes";2533;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"403";403;"DZA";"Roots, Other";2534;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"404";404;"DZA";"Yams";2535;"Roots and tubers";"Primary crops";"Cereals and potatoes";"Cereals and potatoes"
"405";405;"DZA";"Sugar cane";2536;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"406";406;"DZA";"Sugar beet";2537;"Sugar crops";"Primary crops";"Sugar crops";"excluded"
"407";407;"DZA";"Beans";2546;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"408";408;"DZA";"Peas";2547;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"409";409;"DZA";"Pulses, Other and products";2549;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Vegetables, pulses, spices";"vegetables incl. legumes"
"410";410;"DZA";"Nuts and products";2551;"Vegetables, fruit, nuts, pulses, spices";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"411";411;"DZA";"Soyabeans";2555;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"412";412;"DZA";"Groundnuts (Shelled Eq)";2556;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"413";413;"DZA";"Sunflower seed";2557;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"414";414;"DZA";"Rape and Mustardseed";2558;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"415";415;"DZA";"Seed cotton";328;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"416";416;"DZA";"Coconuts - Incl Copra";2560;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"417";417;"DZA";"Sesame seed";2561;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"418";418;"DZA";"Oil, palm fruit";254;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"419";419;"DZA";"Olives (including preserved)";2563;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
"420";420;"DZA";"Oilcrops, Other";2570;"Oil crops";"Primary crops";"Oil crops and nuts";"vegetables incl. legumes"
